"filename", "language", "PHP", "Markdown", "JavaScript", "SCSS", "SVG", "CSS", "Less", "Django HTML", "JSON", "comment", "blank", "total"
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-hr.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-hu.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-hy.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-id.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 32
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-it.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-ja.php", "PHP", 13, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 29
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-ka.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-ko.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-lt.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-lv.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-mg.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-ms.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-nb.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 27
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-nl.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 30
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-pl.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 28
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-pt.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-pt_br.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 31
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-ro.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-ru.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-sk.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-sl.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 32
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-sr.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-sv.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-tl.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-tr.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 32
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-uk.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-vi.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-zh.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 30
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\language\phpmailer.lang-zh_cn.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 30
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\src\Exception.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 28, 4, 41
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\src\OAuth.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 0, 0, 79, 15, 140
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\src\PHPMailer.php", "PHP", 2698, 0, 0, 0, 0, 0, 0, 0, 0, 1812, 372, 4882
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\src\POP3.php", "PHP", 171, 0, 0, 0, 0, 0, 0, 0, 0, 229, 49, 449
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\composer\vendor\phpmailer\phpmailer\src\SMTP.php", "PHP", 702, 0, 0, 0, 0, 0, 0, 0, 0, 590, 140, 1432
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\json\countries.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\json\currencies.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\json\currency_code.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\xampp\htdocs\demae-sample\app\lib\php\Res\json\phone_codes.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\xampp\htdocs\demae-sample\app\lib\php\Security\Credential.php", "PHP", 13, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 18
"c:\xampp\htdocs\demae-sample\app\lib\php\Security\Delimiter.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"c:\xampp\htdocs\demae-sample\app\lib\php\Security\Encoding.php", "PHP", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 80
"c:\xampp\htdocs\demae-sample\app\lib\php\Security\Encryption.php", "PHP", 172, 0, 0, 0, 0, 0, 0, 0, 0, 60, 35, 267
"c:\xampp\htdocs\demae-sample\app\lib\php\Security\Handler.php", "PHP", 37, 0, 0, 0, 0, 0, 0, 0, 0, 24, 14, 75
"c:\xampp\htdocs\demae-sample\app\lib\php\Security\KeyFactory.php", "PHP", 30, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 41
"c:\xampp\htdocs\demae-sample\app\storage\settings_tb.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\xampp\htdocs\demae-sample\assets\css\admin\style.css", "CSS", 0, 0, 0, 0, 0, 21817, 0, 0, 0, 757, 2679, 25253
"c:\xampp\htdocs\demae-sample\assets\css\color-spectrum.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\demae-sample\assets\css\dialog-mobile.css", "CSS", 0, 0, 0, 0, 0, 319, 0, 0, 0, 10, 1, 330
"c:\xampp\htdocs\demae-sample\assets\css\home.css", "CSS", 0, 0, 0, 0, 0, 959, 0, 0, 0, 0, 1, 960
"c:\xampp\htdocs\demae-sample\assets\css\jquery-spinner.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\demae-sample\assets\css\mdtimepicker.css", "CSS", 0, 0, 0, 0, 0, 681, 0, 0, 0, 8, 187, 876
"c:\xampp\htdocs\demae-sample\assets\css\shop.css", "CSS", 0, 0, 0, 0, 0, 867, 0, 0, 0, 1, 6, 874
"c:\xampp\htdocs\demae-sample\assets\css\shopadmin.css", "CSS", 0, 0, 0, 0, 0, 406, 0, 0, 0, 0, 5, 411
"c:\xampp\htdocs\demae-sample\assets\css\side_modal.css", "CSS", 0, 0, 0, 0, 0, 149, 0, 0, 0, 8, 35, 192
"c:\xampp\htdocs\demae-sample\assets\css\style.min.css", "CSS", 0, 0, 0, 0, 0, 9306, 0, 0, 0, 0, 2, 9308
"c:\xampp\htdocs\demae-sample\assets\css\webToast.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\demae-sample\assets\fonts\Flaticon.svg", "SVG", 0, 0, 0, 0, 94, 0, 0, 0, 0, 3, 2, 99
"c:\xampp\htdocs\demae-sample\assets\fonts\_flaticon.scss", "SCSS", 0, 0, 0, 39, 0, 0, 0, 0, 0, 4, 5, 48
"c:\xampp\htdocs\demae-sample\assets\fonts\fa-brands-400.svg", "SVG", 0, 0, 0, 0, 1004, 0, 0, 0, 0, 4, 1, 1009
"c:\xampp\htdocs\demae-sample\assets\fonts\fa-regular-400.svg", "SVG", 0, 0, 0, 0, 362, 0, 0, 0, 0, 4, 1, 367
"c:\xampp\htdocs\demae-sample\assets\fonts\fa-solid-900.svg", "SVG", 0, 0, 0, 0, 1463, 0, 0, 0, 0, 4, 1, 1468
"c:\xampp\htdocs\demae-sample\assets\fonts\flaticon.css", "CSS", 0, 0, 0, 0, 0, 28, 0, 0, 0, 4, 4, 36
"c:\xampp\htdocs\demae-sample\assets\fonts\flaticon.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 437, 0, 0, 38, 475
"c:\xampp\htdocs\demae-sample\assets\fonts\roboto\Roboto-Bold.svg", "SVG", 0, 0, 0, 0, 11537, 0, 0, 0, 0, 0, 1, 11538
"c:\xampp\htdocs\demae-sample\assets\fonts\roboto\Roboto-Light.svg", "SVG", 0, 0, 0, 0, 11121, 0, 0, 0, 0, 0, 1, 11122
"c:\xampp\htdocs\demae-sample\assets\fonts\roboto\Roboto-Medium.svg", "SVG", 0, 0, 0, 0, 11531, 0, 0, 0, 0, 0, 1, 11532
"c:\xampp\htdocs\demae-sample\assets\fonts\roboto\Roboto-Regular.svg", "SVG", 0, 0, 0, 0, 11082, 0, 0, 0, 0, 0, 1, 11083
"c:\xampp\htdocs\demae-sample\assets\fonts\roboto\Roboto-Thin.svg", "SVG", 0, 0, 0, 0, 11124, 0, 0, 0, 0, 0, 1, 11125
"c:\xampp\htdocs\demae-sample\assets\fonts\themify.svg", "SVG", 0, 0, 0, 0, 362, 0, 0, 0, 0, 0, 0, 362
"c:\xampp\htdocs\demae-sample\assets\images\Group108.svg", "SVG", 0, 0, 0, 0, 111, 0, 0, 0, 0, 1, 0, 112
"c:\xampp\htdocs\demae-sample\assets\images\Group115.svg", "SVG", 0, 0, 0, 0, 85, 0, 0, 0, 0, 1, 0, 86
"c:\xampp\htdocs\demae-sample\assets\images\Group12.svg", "SVG", 0, 0, 0, 0, 25, 0, 0, 0, 0, 1, 0, 26
"c:\xampp\htdocs\demae-sample\assets\images\Group126.svg", "SVG", 0, 0, 0, 0, 122, 0, 0, 0, 0, 1, 0, 123
"c:\xampp\htdocs\demae-sample\assets\images\Group171.svg", "SVG", 0, 0, 0, 0, 167, 0, 0, 0, 0, 1, 0, 168
"c:\xampp\htdocs\demae-sample\assets\images\Group5.svg", "SVG", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 0, 14
"c:\xampp\htdocs\demae-sample\assets\images\Group7.svg", "SVG", 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 0, 15
"c:\xampp\htdocs\demae-sample\assets\images\Group95.svg", "SVG", 0, 0, 0, 0, 98, 0, 0, 0, 0, 1, 0, 99
"c:\xampp\htdocs\demae-sample\assets\images\dashboard\hero.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\images\dashboard\placeholder.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\images\dashboard\timer.svg", "SVG", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\demae-sample\assets\images\home\about_bg.svg", "SVG", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"c:\xampp\htdocs\demae-sample\assets\images\home\app.svg", "SVG", 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 1, 169
"c:\xampp\htdocs\demae-sample\assets\images\home\apply_arrow.svg", "SVG", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\demae-sample\assets\images\home\apply_left.svg", "SVG", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5
"c:\xampp\htdocs\demae-sample\assets\images\home\appstore.svg", "SVG", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 1, 35
"c:\xampp\htdocs\demae-sample\assets\images\home\circle.svg", "SVG", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"c:\xampp\htdocs\demae-sample\assets\images\home\contact_us.svg", "SVG", 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 1, 114
"c:\xampp\htdocs\demae-sample\assets\images\home\delivery_guy.svg", "SVG", 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 1, 170
"c:\xampp\htdocs\demae-sample\assets\images\home\en\delivery.svg", "SVG", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 1, 26
"c:\xampp\htdocs\demae-sample\assets\images\home\en\order.svg", "SVG", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 1, 41
"c:\xampp\htdocs\demae-sample\assets\images\home\en\prepare.svg", "SVG", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 1, 29
"c:\xampp\htdocs\demae-sample\assets\images\home\features.svg", "SVG", 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 1, 163
"c:\xampp\htdocs\demae-sample\assets\images\home\jp\delivery.svg", "SVG", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 1, 26
"c:\xampp\htdocs\demae-sample\assets\images\home\jp\order.svg", "SVG", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 1, 41
"c:\xampp\htdocs\demae-sample\assets\images\home\jp\prepare.svg", "SVG", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 1, 29
"c:\xampp\htdocs\demae-sample\assets\images\home\logo.svg", "SVG", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 1, 22
"c:\xampp\htdocs\demae-sample\assets\images\home\logo_red.svg", "SVG", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 1, 29
"c:\xampp\htdocs\demae-sample\assets\images\home\playstore.svg", "SVG", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 1, 53
"c:\xampp\htdocs\demae-sample\assets\images\home\quote.svg", "SVG", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"c:\xampp\htdocs\demae-sample\assets\images\logo.svg", "SVG", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\demae-sample\assets\images\shop\add_cart.svg", "SVG", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"c:\xampp\htdocs\demae-sample\assets\images\shop\amex.svg", "SVG", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 1, 21
"c:\xampp\htdocs\demae-sample\assets\images\shop\cart.svg", "SVG", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\demae-sample\assets\images\shop\delivery_logo.svg", "SVG", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\demae-sample\assets\images\shop\mastercard.svg", "SVG", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\demae-sample\assets\images\shop\profile.svg", "SVG", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 1, 32
"c:\xampp\htdocs\demae-sample\assets\images\shop\promotions.svg", "SVG", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 89
"c:\xampp\htdocs\demae-sample\assets\images\shop\rating-0.svg", "SVG", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\xampp\htdocs\demae-sample\assets\images\shop\rating-1.svg", "SVG", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 25
"c:\xampp\htdocs\demae-sample\assets\images\shop\rating-2.svg", "SVG", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 15
"c:\xampp\htdocs\demae-sample\assets\images\shop\rating-3.svg", "SVG", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 19
"c:\xampp\htdocs\demae-sample\assets\images\shop\rating-4.svg", "SVG", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 12
"c:\xampp\htdocs\demae-sample\assets\images\shop\rating-5.svg", "SVG", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 18
"c:\xampp\htdocs\demae-sample\assets\images\shop\smiley.svg", "SVG", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\demae-sample\assets\images\shop\star.svg", "SVG", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"c:\xampp\htdocs\demae-sample\assets\images\shop\stripe.svg", "SVG", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\xampp\htdocs\demae-sample\assets\images\shop\turkey.svg", "SVG", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 1, 35
"c:\xampp\htdocs\demae-sample\assets\images\shop\visa.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\js\404.js", "JavaScript", 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 4, 108
"c:\xampp\htdocs\demae-sample\assets\js\admin_dictionary.js", "JavaScript", 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 1, 136
"c:\xampp\htdocs\demae-sample\assets\js\card.js", "JavaScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 14, 0, 17
"c:\xampp\htdocs\demae-sample\assets\js\chartjs.js", "JavaScript", 0, 0, 542, 0, 0, 0, 0, 0, 0, 8, 24, 574
"c:\xampp\htdocs\demae-sample\assets\js\color-spectrum.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\demae-sample\assets\js\dashboard.js", "JavaScript", 0, 0, 320, 0, 0, 0, 0, 0, 0, 4, 13, 337
"c:\xampp\htdocs\demae-sample\assets\js\dictionary.js", "JavaScript", 0, 0, 258, 0, 0, 0, 0, 0, 0, 0, 1, 259
"c:\xampp\htdocs\demae-sample\assets\js\first_load.js", "JavaScript", 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 10, 131
"c:\xampp\htdocs\demae-sample\assets\js\jquery-spinner.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2
"c:\xampp\htdocs\demae-sample\assets\js\jquery.card.js", "JavaScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 14, 0, 17
"c:\xampp\htdocs\demae-sample\assets\js\material.js", "JavaScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 8, 45
"c:\xampp\htdocs\demae-sample\assets\js\mcx-dialog.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\demae-sample\assets\js\mdtimepicker.js", "JavaScript", 0, 0, 331, 0, 0, 0, 0, 0, 0, 18, 96, 445
"c:\xampp\htdocs\demae-sample\assets\js\misc.js", "JavaScript", 0, 0, 55, 0, 0, 0, 0, 0, 0, 11, 8, 74
"c:\xampp\htdocs\demae-sample\assets\js\preloader.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\xampp\htdocs\demae-sample\assets\js\shop.js", "JavaScript", 0, 0, 445, 0, 0, 0, 0, 0, 0, 35, 62, 542
"c:\xampp\htdocs\demae-sample\assets\js\shopadmin.js", "JavaScript", 0, 0, 439, 0, 0, 0, 0, 0, 0, 17, 39, 495
"c:\xampp\htdocs\demae-sample\assets\js\tiny_color.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 4
"c:\xampp\htdocs\demae-sample\assets\js\translator.js", "JavaScript", 0, 0, 106, 0, 0, 0, 0, 0, 0, 2, 7, 115
"c:\xampp\htdocs\demae-sample\assets\js\webToast.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\demae-sample\assets\scss\demo\_dashboard.scss", "SCSS", 0, 0, 0, 261, 0, 0, 0, 0, 0, 0, 13, 274
"c:\xampp\htdocs\demae-sample\assets\scss\demo\_footer.scss", "SCSS", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 12
"c:\xampp\htdocs\demae-sample\assets\scss\demo\_layout.scss", "SCSS", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 41
"c:\xampp\htdocs\demae-sample\assets\scss\demo\_navbar.scss", "SCSS", 0, 0, 0, 239, 0, 0, 0, 0, 0, 1, 4, 244
"c:\xampp\htdocs\demae-sample\assets\scss\demo\_sidebar.scss", "SCSS", 0, 0, 0, 159, 0, 0, 0, 0, 0, 1, 10, 170
"c:\xampp\htdocs\demae-sample\assets\scss\demo\_variables.scss", "SCSS", 0, 0, 0, 83, 0, 0, 0, 0, 0, 19, 33, 135
"c:\xampp\htdocs\demae-sample\assets\scss\demo\style.scss", "SCSS", 0, 0, 0, 32, 0, 0, 0, 0, 0, 7, 10, 49
"c:\xampp\htdocs\demae-sample\assets\scss\shared\_demo.scss", "SCSS", 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 9, 219
"c:\xampp\htdocs\demae-sample\assets\scss\shared\_fonts.scss", "SCSS", 0, 0, 0, 83, 0, 0, 0, 0, 0, 5, 13, 101
"c:\xampp\htdocs\demae-sample\assets\scss\shared\_functions.scss", "SCSS", 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 5
"c:\xampp\htdocs\demae-sample\assets\scss\shared\_reset.scss", "SCSS", 0, 0, 0, 126, 0, 0, 0, 0, 0, 1, 15, 142
"c:\xampp\htdocs\demae-sample\assets\scss\shared\_theme.scss", "SCSS", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5
"c:\xampp\htdocs\demae-sample\assets\scss\shared\_typography.scss", "SCSS", 0, 0, 0, 63, 0, 0, 0, 0, 0, 1, 12, 76
"c:\xampp\htdocs\demae-sample\assets\scss\shared\_utilities.scss", "SCSS", 0, 0, 0, 527, 0, 0, 0, 0, 0, 1, 151, 679
"c:\xampp\htdocs\demae-sample\assets\scss\shared\components\_buttons.scss", "SCSS", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 4, 62
"c:\xampp\htdocs\demae-sample\assets\scss\shared\components\_cards.scss", "SCSS", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 19
"c:\xampp\htdocs\demae-sample\assets\scss\shared\components\_checkbox.scss", "SCSS", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 41
"c:\xampp\htdocs\demae-sample\assets\scss\shared\components\_forms.scss", "SCSS", 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 2, 14
"c:\xampp\htdocs\demae-sample\assets\scss\shared\components\_menu.scss", "SCSS", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"c:\xampp\htdocs\demae-sample\assets\scss\shared\components\_select.scss", "SCSS", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7
"c:\xampp\htdocs\demae-sample\assets\scss\shared\components\_switch.scss", "SCSS", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 20
"c:\xampp\htdocs\demae-sample\assets\scss\shared\components\_tables.scss", "SCSS", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 5, 80
"c:\xampp\htdocs\demae-sample\assets\scss\shared\components\_tabs.scss", "SCSS", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 61
"c:\xampp\htdocs\demae-sample\assets\scss\shared\components\_textfield.scss", "SCSS", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 47
"c:\xampp\htdocs\demae-sample\assets\scss\shared\components\plugin-overides\_code-mirror.scss", "SCSS", 0, 0, 0, 12, 0, 0, 0, 0, 0, 6, 1, 19
"c:\xampp\htdocs\demae-sample\assets\scss\shared\mixins\_buttons.scss", "SCSS", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 5, 28
"c:\xampp\htdocs\demae-sample\assets\scss\shared\mixins\_color.scss", "SCSS", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8
"c:\xampp\htdocs\demae-sample\assets\scss\shared\sample-screens\_auth.scss", "SCSS", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 16
"c:\xampp\htdocs\demae-sample\assets\scss\shared\sample-screens\_error.scss", "SCSS", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9
"c:\xampp\htdocs\demae-sample\assets\scss\vertical\_vertical-wrapper.scss", "SCSS", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 1, 45
"c:\xampp\htdocs\demae-sample\assets\vendors\aos\css\aos.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\demae-sample\assets\vendors\aos\js\aos.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
